,id,decision,date,buying_price,median_price_zipcode,selling_price_suggestion,expected_profit,condition,zipcode,dist_fromlake,yr_built,yr_renovated,bedrooms,bathrooms,sqft_living,sqft_above,sqft_lot,sqft_basement,floors,waterfront,grade,lat,long,query,road,house_number,neighbourhood,city,county,state,season,med_autumn,med_spring,med_summer,med_winter,season_to_sell
2730,1457500026,1,2014-06-16,265000.0,435000.0,344500.0,79500.0,3,98059,20.287557357679034,1969,0,3,1.0,1000,1000,9150,0,1.0,0,7,47.4829,-122.124,"47.4829,-122.124",Southeast 134th Street,16206,,,King County,Washington,spring,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
2731,6031400013,1,2014-06-16,150000.0,235000.0,195000.0,45000.0,4,98168,17.510737539008602,1949,0,3,1.5,1230,1230,8056,0,1.0,0,6,47.4878,-122.314,"47.4878,-122.314",South 129th Street,1432,,,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
2737,2374200005,1,2014-06-16,375000.0,470000.0,487500.0,112500.0,3,98011,13.843584001250086,1913,1945,4,2.0,2400,2400,6000,0,2.0,0,6,47.7607,-122.209,"47.7607,-122.209",Northeast 183rd Street,,,,King County,Washington,spring,452000.0,478500.0,460000.0,512500.0,autumn spring summer winter 
2739,3313600340,1,2014-06-16,183000.0,235000.0,237900.0,54900.0,4,98002,39.64902281145125,1957,0,3,1.75,1070,1070,8100,0,1.0,0,6,47.2853,-122.22,"47.2853,-122.22",26th Street Southeast,704,Stuck,,King County,Washington,spring,236500.0,234000.0,231750.0,235000.0,autumn spring summer winter 
2740,5244800695,1,2014-06-16,524000.0,736000.0,681200.0,157200.0,3,98109,7.116157606252928,1910,0,2,1.0,1120,1120,2000,0,1.5,0,7,47.6454,-122.354,"47.6454,-122.354",Fulton Street,159,,Seattle,King County,Washington,spring,675000.0,762000.0,736000.0,837000.0,autumn spring summer winter 
2741,5021900175,1,2014-06-16,500000.0,993750.0,650000.0,150000.0,5,98040,7.705152126058171,1947,0,3,1.75,1540,770,10800,770,1.0,0,6,47.5763,-122.222,"47.5763,-122.222",88th Avenue Southeast,3812,Fortuna,,King County,Washington,spring,1070000.0,1081000.0,940000.0,1049000.0,autumn spring summer winter 
2742,1211000185,1,2014-06-16,375000.0,572000.0,487500.0,112500.0,3,98122,4.704302918625064,1908,0,4,2.0,1240,1040,3000,200,1.0,0,7,47.6076,-122.298,"47.6076,-122.298",27th Avenue,549,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
2744,795000765,1,2014-06-16,92000.0,235000.0,119600.0,27600.0,3,98168,16.042445707372497,1947,0,2,1.0,760,760,5500,0,1.5,0,5,47.5045,-122.329,"47.5045,-122.329",4th Avenue South,11023,,Seattle,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
2745,7972601995,1,2014-06-16,245000.0,315000.0,318500.0,73500.0,3,98106,14.17763246700527,1943,0,2,1.0,1200,980,4880,220,1.0,0,6,47.5276,-122.346,"47.5276,-122.346",8th Avenue Southwest,8421,Highland Park,Seattle,King County,Washington,spring,315000.0,312250.0,315000.0,325000.0,autumn spring summer winter 
2746,9421500130,1,2014-06-16,378000.0,425000.0,491400.0,113400.0,4,98125,9.824215271550003,1960,0,5,2.5,2760,1600,8015,1160,1.0,0,8,47.7255,-122.297,"47.7255,-122.297",30th Avenue Northeast,13325 1/2,Kenwood,Seattle,King County,Washington,spring,435500.0,429975.0,421750.0,425000.0,autumn spring summer winter 
2748,6204410200,1,2014-06-16,371025.0,470000.0,482332.5,111307.5,3,98011,11.497911824871535,1977,0,3,2.0,1530,1530,8925,0,1.0,0,7,47.736,-122.199,"47.736,-122.199",Northeast 148th Court,10536,,,King County,Washington,spring,452000.0,478500.0,460000.0,512500.0,autumn spring summer winter 
2749,2817100910,1,2014-06-16,385000.0,465000.0,500500.0,115500.0,3,98070,32.42081759405816,2000,0,3,2.0,1590,1590,9912,0,2.0,0,8,47.3731,-122.43,"47.3731,-122.43",Southwest 258th Court,7680,,,King County,Washington,spring,467500.0,427000.0,496000.0,519000.0,autumn spring summer winter 
2750,3347401315,1,2014-06-16,220000.0,279000.0,286000.0,66000.0,4,98178,16.07656927229712,1940,0,3,2.0,1410,1410,7998,0,1.0,0,7,47.4968,-122.277,"47.4968,-122.277",44th Place South,11851,,,King County,Washington,spring,284000.0,282502.5,277554.0,261590.0,autumn spring summer winter 
2752,603000150,1,2014-06-16,335000.0,370000.0,435500.0,100500.0,3,98118,13.392591356702038,1957,0,3,1.5,2040,1340,6000,700,1.0,0,7,47.5218,-122.286,"47.5218,-122.286",37th Avenue South,9055,,Seattle,King County,Washington,spring,351400.0,421000.0,358000.0,350000.0,autumn spring summer winter 
2753,9276200850,1,2014-06-16,460000.0,562750.0,598000.0,138000.0,3,98116,12.110455159497452,1951,0,2,1.5,1090,970,4000,120,1.0,0,8,47.5798,-122.393,"47.5798,-122.393",48th Avenue Southwest,2651,Admiral,Seattle,King County,Washington,spring,531250.0,567750.0,580000.0,567500.0,autumn spring summer winter 
2754,8886000021,1,2014-06-16,445000.0,465000.0,578500.0,133500.0,3,98070,28.6408225403231,1976,0,3,1.75,1890,1890,32340,0,1.5,0,8,47.4137,-122.439,"47.4137,-122.439",Dockton Road Southwest,,Melchert,,King County,Washington,spring,467500.0,427000.0,496000.0,519000.0,autumn summer winter 
2755,1972201963,1,2014-06-16,523950.0,550000.0,681135.0,157185.0,3,98103,6.643636675235249,2006,0,3,2.25,1420,1420,1282,0,3.0,0,8,47.6533,-122.346,"47.6533,-122.346",Whitman Avenue North,3821,,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
2757,5016000315,1,2014-06-16,332000.0,920000.0,431600.0,99600.0,3,98112,3.3242008014866538,1908,0,1,1.0,960,760,2640,200,1.0,0,7,47.6223,-122.294,"47.6223,-122.294",East Harrison Street,2919,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
2758,3630030110,1,2014-06-16,534500.0,575000.0,694850.0,160350.0,3,98029,22.0174725100981,2005,0,3,2.5,1700,1700,3150,0,2.0,0,8,47.5505,-121.998,"47.5505,-121.998",Northeast Laurel Crest Lane,2463,,,King County,Washington,spring,575000.0,592500.0,561000.0,560000.0,autumn spring summer winter 
2763,6798100661,1,2014-06-16,340000.0,425000.0,442000.0,102000.0,3,98125,9.056440092680823,2004,0,3,2.5,1212,1212,1174,0,3.0,0,7,47.7145,-122.311,"47.7145,-122.311",16th Avenue Northeast,11716,,Seattle,King County,Washington,spring,435500.0,429975.0,421750.0,425000.0,autumn spring summer winter 
2765,7853340490,1,2014-06-17,386000.0,502500.0,501800.0,115800.0,3,98065,31.756610556897424,2008,0,2,2.5,1620,1620,3196,0,2.0,0,8,47.5167,-121.878,"47.5167,-121.878",Southeast Jeffs Street,34701,,,King County,Washington,spring,452250.0,516000.0,485000.0,528750.0,autumn spring summer winter 
2769,7697870350,1,2014-06-17,259000.0,282755.0,336700.0,77700.0,3,98030,31.043011025870285,1986,0,3,2.0,1870,1270,5909,600,1.0,0,7,47.3665,-122.183,"47.3665,-122.183",Southeast 263rd Court,11834,Seven Oaks East,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
2771,5115000160,1,2014-06-17,242000.0,288400.0,314600.0,72600.0,4,98031,27.73957973942526,1988,0,3,1.75,1280,1280,7524,0,1.5,0,7,47.3961,-122.188,"47.3961,-122.188",Southeast 229th Street,11431,,,King County,Washington,spring,295000.0,288400.0,289659.0,279500.0,autumn spring summer winter 
2772,4310701421,1,2014-06-17,350000.0,550000.0,455000.0,105000.0,3,98103,8.933589508801251,2005,0,2,2.5,1260,1260,1347,0,3.0,0,8,47.6994,-122.341,"47.6994,-122.341",Interlake Avenue North,9559,Licton Springs,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
2773,1868901815,1,2014-06-17,547000.0,570000.0,711100.0,164100.0,4,98115,4.7613611807441,1926,0,4,1.0,1720,1200,2800,520,1.5,0,7,47.6743,-122.299,"47.6743,-122.299",27th Avenue Northeast,6207,Ravenna,Seattle,King County,Washington,spring,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
2776,7345000120,1,2014-06-17,206000.0,235000.0,267800.0,61800.0,4,98002,40.47895732162352,1967,0,3,1.0,1320,1320,7000,0,1.0,0,7,47.2787,-122.205,"47.2787,-122.205",33rd Street Southeast,1812,,,King County,Washington,spring,236500.0,234000.0,231750.0,235000.0,autumn spring summer winter 
2778,259000240,1,2014-06-17,506000.0,554000.0,657800.0,151800.0,3,98177,15.22017495574942,1961,0,3,1.75,2180,1480,7700,700,1.0,0,8,47.7594,-122.361,"47.7594,-122.361",3rd Avenue Northwest,17980,,Shoreline,King County,Washington,spring,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
2779,9126100346,1,2014-06-17,350000.0,572000.0,455000.0,105000.0,3,98122,5.061409565725006,2015,0,3,2.0,1380,1380,3600,0,3.0,0,8,47.6074,-122.305,"47.6074,-122.305",21st Avenue,,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
2782,3327000140,1,2014-06-17,235000.0,309780.0,305500.0,70500.0,4,98092,36.59740395732337,1968,0,3,1.75,1190,1190,7280,0,1.0,0,7,47.3151,-122.19,"47.3151,-122.19",Southeast 320th Place,11240,,,King County,Washington,spring,312500.0,323000.0,303975.0,298900.0,autumn spring summer winter 
2783,7304301231,1,2014-06-17,345000.0,379975.0,448500.0,103500.0,3,98155,12.84472740431509,2007,0,3,2.5,1680,1680,2229,0,2.0,0,7,47.7484,-122.322,"47.7484,-122.322",Northeast 165th Street,616,,Shoreline,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
2784,3905030480,1,2014-06-17,536000.0,575000.0,696800.0,160800.0,3,98029,21.272297178263425,1991,0,4,2.25,1990,1990,5948,0,2.0,0,8,47.5712,-121.995,"47.5712,-121.995",258th Way Southeast,4004,,,King County,Washington,spring,575000.0,592500.0,561000.0,560000.0,autumn spring summer winter 
2786,3630080430,1,2014-06-17,451000.0,575000.0,586300.0,135300.0,3,98029,21.881608874675823,2005,0,4,2.5,1670,1670,3315,0,2.0,0,7,47.5532,-121.998,"47.5532,-121.998",Northeast Marion Lane,2239,,,King County,Washington,spring,575000.0,592500.0,561000.0,560000.0,autumn spring summer winter 
2790,8581200350,1,2014-06-17,187500.0,268500.0,243750.0,56250.0,4,98023,39.24222814466808,1977,0,3,1.5,1180,1180,7000,0,1.0,0,7,47.2966,-122.374,"47.2966,-122.374",33rd Avenue Southwest,34016,,,King County,Washington,spring,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
2791,7852040210,1,2014-06-17,449950.0,502500.0,584935.0,134985.0,3,98065,30.940129741567883,1999,0,4,2.5,2470,2470,3811,0,2.0,0,8,47.5362,-121.877,"47.5362,-121.877",Douglas Avenue Southeast,7212,,,King County,Washington,spring,452250.0,516000.0,485000.0,528750.0,autumn spring summer winter 
2792,6300000400,1,2014-06-17,320000.0,375000.0,416000.0,96000.0,3,98133,9.49819961237469,1927,0,3,1.0,860,860,5060,0,1.5,0,7,47.7062,-122.341,"47.7062,-122.341",Interlake Avenue North,10537,,Seattle,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
2793,3546000070,1,2014-06-17,255000.0,282755.0,331500.0,76500.0,3,98030,32.39816595196639,1987,0,3,1.75,1700,1700,7532,0,1.0,0,7,47.355,-122.176,"47.355,-122.176",124th Avenue Southeast,27480,Seven Oaks East,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
2795,421000465,1,2014-06-17,269500.0,380000.0,350350.0,80850.0,4,98056,17.747560523420372,1978,0,2,1.5,1480,940,7276,540,1.0,0,6,47.4942,-122.166,"47.4942,-122.166",Shelton Avenue Northeast,680,President Park,,King County,Washington,spring,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
2800,3131201865,1,2014-06-17,458000.0,675000.0,595400.0,137400.0,3,98105,5.313581158185911,1918,0,4,1.5,1550,1350,3000,200,1.5,0,7,47.6604,-122.324,"47.6604,-122.324",4th Avenue Northeast,4402,Meridian,Seattle,King County,Washington,spring,623000.0,725000.0,675000.0,665000.0,autumn spring summer winter 
2801,4330600360,1,2014-06-17,142500.0,390000.0,185250.0,42750.0,3,98166,19.22947905826783,1948,0,4,0.75,1440,1440,13300,0,1.0,0,6,47.4761,-122.337,"47.4761,-122.337",Southwest 142nd Street,209,Highline,,King County,Washington,spring,319725.0,410000.0,407000.0,404500.0,autumn spring summer winter 
2804,8677300720,1,2014-06-17,616000.0,644500.0,800800.0,184800.0,3,98074,18.065456233036258,1983,0,4,2.5,2490,2490,12929,0,2.0,0,9,47.6161,-122.021,"47.6161,-122.021",Northeast 6th Place,24140,,,King County,Washington,spring,623000.0,656250.0,637000.0,623900.0,autumn spring summer winter 
2805,2770601769,1,2014-06-17,435000.0,690000.0,565500.0,130500.0,3,98199,9.425295899414508,2009,0,3,2.25,1230,1080,1238,150,2.0,0,8,47.6519,-122.384,"47.6519,-122.384",West Ruffner Street,2117,,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,autumn spring summer winter 
2807,6414600070,1,2014-06-17,210000.0,375000.0,273000.0,63000.0,3,98133,10.708462812813773,1948,0,1,1.0,930,930,7129,0,1.0,0,6,47.7234,-122.333,"47.7234,-122.333",North 130th Street,2126,,Seattle,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
2808,2472950160,1,2014-06-17,229950.0,335000.0,298935.0,68985.0,3,98058,25.23158762359368,1983,0,3,2.0,1410,1410,7466,0,1.0,0,7,47.427,-122.147,"47.427,-122.147",Southeast 195th Place,14609,,,King County,Washington,spring,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
2809,7170200080,1,2014-06-17,435000.0,570000.0,565500.0,130500.0,3,98115,4.964474097589815,1928,0,2,1.0,1230,1230,3800,0,1.0,0,7,47.6797,-122.292,"47.6797,-122.292",Northeast 70th Street,3306,Ravenna,Seattle,King County,Washington,spring,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
2810,9828702518,1,2014-06-17,479000.0,920000.0,622700.0,143700.0,3,98112,3.94982785096284,2004,0,2,2.25,1230,1020,932,210,2.0,0,8,47.6192,-122.301,"47.6192,-122.301",24th Avenue East,114,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
2811,2749600245,1,2014-06-17,640000.0,690000.0,832000.0,192000.0,3,98199,8.298334046011972,1948,0,3,2.0,1380,1380,4800,0,1.0,0,7,47.651,-122.369,"47.651,-122.369",9th Avenue West,3415,,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,autumn spring summer 
2815,9828701739,1,2014-06-17,465000.0,920000.0,604500.0,139500.0,3,98112,3.64960854117163,2006,0,2,2.75,1430,995,1425,435,2.0,0,7,47.621,-122.298,"47.621,-122.298",26th Avenue East,224,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
2816,1828001130,1,2014-06-17,545000.0,615000.0,708500.0,163500.0,4,98052,9.82880449411716,1967,0,4,2.25,2030,1590,11585,440,1.0,0,7,47.6561,-122.13,"47.6561,-122.13",,,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
2818,4060000290,1,2014-06-17,253000.0,279000.0,328900.0,75900.0,5,98178,15.670229713154885,1945,0,3,1.5,880,880,6600,0,1.0,0,6,47.5002,-122.247,"47.5002,-122.247",70th Place South,11457,,Seattle,King County,Washington,spring,284000.0,282502.5,277554.0,261590.0,autumn spring summer winter 
2819,3205400150,1,2014-06-17,402000.0,446000.0,522600.0,120600.0,3,98034,10.763511285859854,1968,0,3,1.5,1450,1010,7375,440,1.0,0,7,47.7212,-122.179,"47.7212,-122.179",121st Avenue Northeast,13420,,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
2822,9414610010,1,2014-06-17,430000.0,570500.0,559000.0,129000.0,3,98027,20.821440689985142,1978,0,3,2.0,1730,1370,9000,360,1.0,0,8,47.5202,-122.047,"47.5202,-122.047",Greenwood Boulevard Southwest,970,,,King County,Washington,spring,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
2824,5014000120,1,2014-06-17,430000.0,562750.0,559000.0,129000.0,4,98116,12.750814821711435,1950,0,3,1.0,980,980,7200,0,1.0,0,7,47.5718,-122.395,"47.5718,-122.395",49th Avenue Southwest,3609,Admiral,Seattle,King County,Washington,spring,531250.0,567750.0,580000.0,567500.0,autumn spring summer winter 
2837,1545808110,1,2014-06-17,250000.0,342500.0,325000.0,75000.0,3,98038,34.95832601188144,1998,0,4,2.5,1800,1800,8100,0,2.0,0,7,47.3611,-122.047,"47.3611,-122.047",Southeast 269th Street,22028,Cherokee Bay,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
2838,868000305,1,2014-06-17,554000.0,554000.0,720200.0,166200.0,3,98177,11.085752360733029,1946,0,4,1.0,1120,1120,7104,0,1.5,0,7,47.7055,-122.372,"47.7055,-122.372",Northwest 105th Street,1212,,Seattle,King County,Washington,spring,525300.0,587500.0,525050.0,557500.0,spring winter 
2839,3210200373,1,2014-06-17,204950.0,268500.0,266435.0,61485.0,3,98023,37.23679459550898,1978,0,4,1.75,1740,1180,9344,560,1.0,0,7,47.3196,-122.399,"47.3196,-122.399",Southwest 316th Place,5108,,,King County,Washington,spring,266000.0,275000.0,260000.0,272000.0,autumn spring summer winter 
2842,5104500020,1,2014-06-17,250000.0,446000.0,325000.0,75000.0,3,98034,8.368774385407265,1983,0,2,1.5,1088,1088,1360,0,2.0,0,7,47.7094,-122.213,"47.7094,-122.213",Northeast 121st Lane,9603,,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
2843,7518501390,1,2014-06-17,473000.0,545000.0,614900.0,141900.0,4,98117,9.919747934357265,1909,0,2,1.0,900,900,5100,0,1.0,0,7,47.6804,-122.378,"47.6804,-122.378",16th Avenue Northwest,7029,Whittier Heights,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
2845,7853310720,1,2014-06-17,479500.0,502500.0,623350.0,143850.0,3,98065,31.522300528394123,2008,0,3,2.75,2300,2300,4637,0,2.0,0,8,47.5216,-121.878,"47.5216,-121.878",Southeast Leitz Street,34629,,,King County,Washington,spring,452250.0,516000.0,485000.0,528750.0,spring summer winter 
2846,293600080,1,2014-06-17,280000.0,282755.0,364000.0,84000.0,4,98030,29.768845417205164,1988,0,4,2.25,1930,1360,7207,570,1.0,0,7,47.3783,-122.182,"47.3783,-122.182",119th Place Southeast,25011,,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
2851,8943600720,1,2014-06-17,286800.0,288400.0,372840.0,86040.0,3,98031,24.819953650046546,2011,0,3,2.5,1413,1413,3600,0,2.0,0,8,47.4222,-122.193,"47.4222,-122.193",110th Terrace Southeast,20114,,,King County,Washington,spring,295000.0,288400.0,289659.0,279500.0,autumn spring summer 
2852,114101426,1,2014-06-17,375000.0,445000.0,487500.0,112500.0,4,98028,13.370029855569598,1976,0,3,1.75,1160,1160,22470,0,1.0,0,7,47.7595,-122.23,"47.7595,-122.23",83rd Avenue Northeast,18107,,,King County,Washington,spring,442000.0,449975.0,425000.0,447500.0,autumn spring summer winter 
2853,2423029009,1,2014-06-17,465000.0,465000.0,604500.0,139500.0,3,98070,25.838258982867757,1943,1997,2,2.0,1494,1494,19271,0,2.0,1,7,47.4728,-122.497,"47.4728,-122.497",,,,,King County,Washington,spring,467500.0,427000.0,496000.0,519000.0,autumn summer winter 
2854,3580900200,1,2014-06-17,440000.0,446000.0,572000.0,132000.0,4,98034,9.848571761330454,1962,0,4,2.0,1450,1450,8400,0,1.5,0,7,47.7285,-122.24,"47.7285,-122.24",75th Avenue Northeast,14114,,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
2855,1795920350,1,2014-06-17,605000.0,615000.0,786500.0,181500.0,3,98052,15.158772662445026,1985,0,3,2.25,2010,2010,10760,0,2.0,0,8,47.7276,-122.103,"47.7276,-122.103",176th Avenue Northeast,14172,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,spring summer 
2857,2771602420,1,2014-06-17,472000.0,744975.0,613600.0,141600.0,3,98119,8.677797555123895,2010,0,3,2.5,1180,1180,1262,0,3.0,0,8,47.6381,-122.375,"47.6381,-122.375",14th Avenue West,2046,Interbay,Seattle,King County,Washington,spring,762500.0,819500.0,680707.5,637475.0,autumn spring summer winter 
2858,9523100458,1,2014-06-17,549000.0,550000.0,713700.0,164700.0,3,98103,7.672608656300421,2006,0,2,2.5,1380,1380,953,0,3.0,0,9,47.6654,-122.355,"47.6654,-122.355",Greenwood Avenue North,5010,,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
2859,1079350090,1,2014-06-17,332000.0,435000.0,431600.0,99600.0,3,98059,18.786197697869234,1993,0,3,2.5,1530,1270,9406,260,1.0,0,7,47.4852,-122.162,"47.4852,-122.162",Northeast 2nd Street,4214,South Union,,King County,Washington,spring,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
